row_index,review_id,review,clean_review,rating,year,split_set,lexicon_score,label_original,label,label_source,refinement_reason,evidence_pattern,confidence_level
9857,ae54c9fe-193a-494f-af04-9e269af93332,Aplikasinya sangat rekomen dan mudah digunakan. Bagi pemula aplikasi ini userfriendly karena simpel dan banyak fitur-fitur menarik. Aplikasinya juga jarang error pas digunakan. Pokoknya aplikasi ini sangat membantu dalam hal transaksi.,aplikasi rekomen mudah digunakan pemula aplikasi userfriendly simpel fitur fitur menarik aplikasi jarang error pas digunakan pokoknya aplikasi membantu transaksi,5,2023,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
9869,04541169-b3e0-48d0-a5cb-455ddd9f7253,Aplikasi yang sangat mudah di gunakan...pkoknya recomendid ☺️☺️,aplikasi mudah gunakan pkoknya recomendid,5,2024,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah,high
9904,6482c01f-07f6-431e-8ce0-573b7cadd78f,"Knp pas di update kok tidak bisa login, di sampaikan untuk mendownload di play store... Aneh",knp pas update kok tidak bisa login sampaikan mendownload play store aneh,5,2023,train,2.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa login,high
9906,33c1fd0b-59e5-4e65-a8e6-3eea936047fb,Keren se kali bank DKI,keren se bank dki,5,2023,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
9917,d7122e16-69c8-4a6b-8ad1-fd12e1ef796b,"Aplikasi jakOne Mobile keren parah UI nya gak terasa berat semoth banget .dari segi fitur pembayaran juga okk transaksi juga cepat dan aman , emang gak salah pilih dah recommended banget",aplikasi jakone mobile keren parah ui nya tidak berat semoth banget segi fitur pembayaran okk transaksi cepat aman emang tidak salah pilih dah recommended banget,5,2023,train,-15.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
9918,4f8320b9-5a0a-4fab-9cc7-ee7050ea8130,"bagus nih aplikasinya, simple dan ngga ribet. memudahkan sekalii buat pemula kayak aku, fiturnya juga serbaguna. recommended banget dah cuuyy",bagus nih aplikasi simple ngga ribet memudahkan sekalii pemula kayak fiturnya serbaguna recommended banget dah cuuyy,5,2023,train,-7.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
9936,83b0ff43-f501-4230-8b06-c0952f7355de,aplikasi terbaik aplikasi devolover buat ngisi pulsa kuota kuota game,aplikasi terbaik aplikasi devolover ngisi pulsa kuota kuota game,5,2022,train,-8.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,terbaik,high
9945,f3a96391-69ba-4ae2-a582-ef93145e5548,ga bisa masuk gajelas udh kirim kode otp berkali kali download ulang berkali kali masih ga masuk kode otpnya udh dikirim melalui nomer yang berbeda pun masih sama kode otpnya tidakk masuk ke SMS nomer telepon tolongg dongg perbaiki untuk kenyamanan rakyat bersama,tidak bisa masuk gajelas kirim kode otp berkali download ulang berkali tidak masuk kode otp dikirim nomer berbeda kode otp tidakk masuk sms nomer telepon tolongg dongg perbaiki kenyamanan rakyat,2,2025,train,-18.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
9961,6e150985-a6df-4664-a3a1-2106d14d39c7,"setiap transfer gagal transaksi ,saldo hilang payah nih dki nunggu 2hari baru balik kocak !!!!",setiap transfer gagal transaksi saldo hilang payah nih dki nunggu 2hari balik kocak,1,2025,train,1.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transfer gagal,high
9965,21389dc1-0444-46a5-a6b9-c99dadd80139,aplikasi mobile kekinian dengan berbagai macam fitur yang menarik dan keren. selain itu juga aplikasi ini mudah digunakan dan hampir tidak ada kendala pada pemakaiannya.,aplikasi mobile kekinian fitur menarik keren aplikasi mudah digunakan tidak kendala pemakaiannya,5,2022,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
9983,98cb612c-0ccc-4208-93fd-d2a66f10e95d,"Banyak transaksi yang gagal,",transaksi gagal,1,2023,train,0.0,netral,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,transaksi gagal,high
9990,02b31146-1612-45dc-a726-869499874d6c,"Aplikasi nyaa recommended bgtt sihh, ga pusing lagi kalau mauu beli pulsa, tagihan dll. Berguna dan membantu bangett sih aplikasi ini",aplikasi nyaa recommended bgtt sihh tidak pusing mauu beli pulsa tagihan dll berguna membantu bangett sih aplikasi,5,2022,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,recommended,high
9991,2cb5b49f-af74-4453-88c8-d81c60bf5c5b,"App nya kerenn.. Mudah digunakan dan tidak membingungkan Walaupun masih ada kurangnya tpi udh bagus, mungkin kedepannya bisa lebih baik lagi",aplikasi nya kerenn mudah digunakan tidak membingungkan walaupun kurangnya bagus kedepannya bisa lebih,5,2022,validation,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
10005,11ddc455-53cb-4266-ae2f-468e24b3d85e,Aplikasi yang sangat membantu dalam hal pembayaran atau pun transfer uang,aplikasi membantu pembayaran transfer uang,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu,high
10008,2e956a98-1436-4dc6-8f61-c2860141aa67,"Sejauh ini pake aplikasi jakone mempermudah banget, banyak banget fitur fitur yang menarik dan user friendly. Selain itu aplikasi nya ga gampang eror jadi makin nyaman deh pake aplikasi ini.",sejauh pakai aplikasi jakone mempermudah banget banget fitur fitur menarik user friendly aplikasi nya tidak gampang error nyaman deh pakai aplikasi,5,2023,train,-19.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
10034,dfe33efd-16fc-45eb-88a3-3d2983f39ce3,Aplikasi nya bikin hidup jadi simple Krn praktis dan gak bikin ribet.. tinggal klik klik langsung sat set sat set..,aplikasi nya bikin hidup simple praktis tidak bikin ribet tinggal klik klik langsung sat set sat set,5,2023,train,0.0,netral,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,praktis,high
10048,78bd7473-050a-49c8-8833-bfeed6d1ba95,"bagus aplikasinya,sangat membantu di jaman sekarang yang serba digital",bagus aplikasi membantu jaman serba digital,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,sangat membantu; bagus,high
10052,c8e21260-4e15-488f-be1b-829ebdb00dac,"JakOne aplikasi yang sangat memudahkan kita untuk melakukan berbagai transaksi mulai dari pembelian pulsa, token, transfer bisa juga untuk pembayaran QRIS. Mantep pokoknya 👍",jakone aplikasi memudahkan kita melakukan transaksi mulai pembelian pulsa token transfer bisa pembayaran qris mantep pokoknya,5,2022,test,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
10054,e09ed6a5-6a2c-43cc-be34-376dd6c1c484,Aplikasi nya sangat mudah digunakan,aplikasi nya mudah digunakan,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mudah digunakan,high
10083,6f755431-1aee-40bf-ac56-f6b83ce7fa90,"Aplikasi ini membantu banget, bisa dipake buat pembayaran semuanya seperti pulsa, token listrik, dll. Selain itu fitur nya mudah digunakan dan dipahami buat pengguna baru. The best pokoknya",aplikasi membantu banget bisa dipake pembayaran semuanya pulsa token listrik dll fitur nya mudah digunakan dipahami pengguna the best pokoknya,5,2022,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mudah digunakan,high
10094,62f17979-6897-4594-8ed3-16fa5c2cc271,"Aplikasinya bagus karena banyak fitur yang bisa mempermudah jadi gak repot keluar untuk beli pulsa, bayar listrik, dll. pokok nya mantap lah",aplikasi bagus fitur bisa mempermudah tidak repot keluar beli pulsa bayar listrik dll pokok nya mantap,5,2022,validation,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus; mantap,high
10134,fcd42e98-452a-4dd8-9261-a5284206fdda,"JakOne mobile ini aplikasi yang sangat membantu gais. Proses tranfer cepet, nggak cuma transfer tapi bisa juga buat bayar pulsa dan lainnya. Lengkap pokoknya",jakone mobile aplikasi membantu gais proses tranfer cepet tidak transfer bisa bayar pulsa lainnya lengkap pokoknya,5,2022,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,sangat membantu,high
10135,1496b327-979d-479b-b08e-702418bca8f8,"Baru pakai aplikasi ini ternyata memudahkan banget, banyak info juga yang bisa kita dapetin contoh nya gimana cara buka rekening lewat aplikasi",pakai aplikasi ternyata memudahkan banget info bisa kita dapetin contoh nya gimana buka rekening aplikasi,5,2023,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
10136,1c65d8b2-3004-4085-9bbb-3b55d5e6589b,"Krg bagus aplikasi nya tidak bisa menerima otp dri nomer hp yg terdaftar di bank dki tolong perbaiki aplikasi nya agar bisa digunakan untuk warga dki memudahkan dalam pembayaran rusunawa, token,dllll...",krg bagus aplikasi nya tidak bisa menerima otp dri nomer hp terdaftar bank dki tolong perbaiki aplikasi nya bisa digunakan warga dki memudahkan pembayaran rusunawa token dllll,1,2023,train,-3.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
10164,3bc0731e-dfea-4841-8e0b-fce65df4815f,"tengah malam token habis, m-banking gak berguna sama sekali buat topup, klo bukan karena ada perlunya aja udah hapus nih, nanya ke CS online atau KCP juga ga guna ini scorenya 11/100",malam token habis m banking tidak berguna topup klo bukan perlunya udah hapus nih nanya cs online kcp tidak scorenya 11 100,1,2025,validation,-20.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
10179,a09d20a4-6022-45cc-b05c-eff9cada54df,"Dear tim Dev jackone terbaik, Sangat disayangkan aplikasi sebesar ini notifikasinya masih bapuk. Hanya untuk ganti password saja sangat tidak nyaman. Otp sampai tp waktu inputnya sudah habis. Ngadu ke cs malah salahin provider kartu dan hp nya.. Kalaupun notifikasi bermasalah, apa ketika developmen gak ada ide untuk pendekatan cara lain ketika ada case ini..? Teknologi sudah semakin maju, tp sekali lagi ini sangat disayangkan.",dear tim dev jackone terbaik disayangkan aplikasi sebesar notifikasinya bapuk ganti password tidak nyaman otp inputnya habis ngadu cs salahin provider kartu hp nya kalaupun notifikasi bermasalah developmen tidak ide pendekatan case teknologi maju disayangkan,1,2023,train,-12.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,nyaman,high
10184,c31882bc-e239-4519-879d-5feb45dc1836,Semakin ke sini semakin lemot .. susah di akses,lambat susah akses,2,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,lemot; lambat,high
10211,92ab1b04-8fbc-4bd9-a856-b2b95ce7fa00,Aplikasi yang baik dan mudah dipahami,aplikasi mudah dipahami,5,2024,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,aplikasi mudah,high
10318,833388f8-de76-4351-ba94-6e2645508b5c,"Aplikasi mudah di gunakan, Tampilan baru keren mantap dah pokoknya dengan aplikasi ini",aplikasi mudah gunakan tampilan keren mantap dah pokoknya aplikasi,5,2022,train,-4.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
10336,2996b70b-add1-44ca-856e-b4691b50a230,Ini kenapa otp ga masuk2 ya padahal pulsa ada internet lancar,kenapa otp tidak masuk2 ya padahal pulsa internet lancar,1,2023,train,0.0,netral,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,otp tidak masuk,high
10362,6bb67c16-b67b-4fe9-a55a-6f4df007a9fa,fitur transfer antar bank udh hilang? jadi gk berguna dong,fitur transfer antar bank hilang tidak berguna,1,2025,train,-7.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
10365,7233de35-b276-42ea-bb63-de0e35ffcb04,Tmbah Update tambah gak jelas aplgi setiap jam ½10 malam mau transaksi erorr teruss jaringann..,tmbah update tambah tidak jelas aplgi setiap jam 10 malam transaksi erorr teruss jaringann,1,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,eror,high
10366,dbf972d2-98f6-4934-9931-f32883b3cd67,"aplikasi dengan segudang fungsi bisa bayar ini itu tanpa harus ribet dulu,mempermudah urusan finansial di era digital mantap",aplikasi segudang fungsi bisa bayar ribet mempermudah urusan finansial era digital mantap,5,2022,train,-5.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
10397,547e25b1-aa81-47b6-832e-ea0f896989c0,"Aplikasi Cepat, Tampilan Baru Keren!",aplikasi cepat tampilan keren,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren; cepat,high
10398,51c8d6b3-e62b-49e2-a86b-015166db51fd,"Aplikasinya sangat berguna dan bagus untuk pembisnis seperti saya,mudah dipahami juga,untuk info didalam apk juga jelas,jaringan sangat lancar tidak mudah eror dan data juga aman",aplikasi berguna bagus pembisnis mudah dipahami info didalam aplikasi jelas jaringan lancar tidak mudah error data aman,5,2023,train,-9.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
10410,c6ac3526-92fe-4a6a-b718-3ba5b8f8ab25,"Aplikasi mobile banking yang sangat mudah di gunakan bisa bayar apa aja pake aplikasi ini ,saya merekomendasikan mobile banking ini, karena bayar apa aja jadi ga ribet dari segi tampilan juga menarik dan bersahabat..",aplikasi mobile banking mudah gunakan bisa bayar pakai aplikasi merekomendasikan mobile banking bayar tidak ribet segi tampilan menarik bersahabat,5,2023,train,0.0,netral,negatif,high_confidence_refinement,neutral_zero: negative phrase canceled to zero,ribet,high
10421,ff1312da-913d-49b1-9a9d-c83d23d671ad,"Aplikasi yang memudahkan untuk bertransaksi perbankan, anti ribet hanya download satu app bisa melakukan banyak hal-hal lainnya. Aplikasi serbaguna",aplikasi memudahkan bertransaksi perbankan anti ribet download aplikasi bisa melakukan lainnya aplikasi serbaguna,5,2022,train,-12.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,memudahkan,high
10447,b5ba3663-1ea2-4c33-a686-9a3feeb177a2,"Aplikasi bagus, perlu di coba",aplikasi bagus coba,5,2022,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,bagus,high
10463,9c36ee8e-1041-42e2-a19a-ba95737ec10f,masa aplikasinya ga bisa untuk transaksi qris QR. ga bisa transfer ke bank lain juga.. kadang buat transaksi qris scan biasa aja juga ga bisa. kalo ada saldo mengendap kan lumayan bisa buat belanja keperluan lainnya. aneh banget. masa m-banking kayak gitu,masa aplikasi tidak bisa transaksi qris qr tidak bisa transfer bank kadang transaksi qris scan tidak bisa saldo mengendap lumayan bisa belanja keperluan lainnya aneh banget masa m banking kayak gitu,1,2025,validation,4.0,positif,negatif,high_confidence_refinement,negative_pattern: label conflicts with clear negative phrase,tidak bisa transaksi,high
10495,84ce8c98-6104-446f-ae02-dcbde682c742,aplikasi ga berguna masa ga bisa transper k bank lain mana sedang d butuh kan hari raya ...buat apa aplikasi ini ga bisa d pergunakan,aplikasi tidak berguna masa tidak bisa transper k bank d butuh hari raya aplikasi tidak bisa d pergunakan,1,2025,validation,-33.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,berguna,high
10505,5c6c25af-3233-4ed0-8c97-b0a5e8e65155,Fitur terlengakap dalam 1 genggaman..keren Bank DKI,fitur terlengakap 1 genggaman keren bank dki,5,2023,test,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,keren,high
10508,6cfbe0ec-38fc-42e3-a71b-1964d4fec26f,Mantapppp benerr,mantapppp benerr,5,2024,train,0.0,netral,positif,high_confidence_refinement,neutral_zero: positive phrase canceled to zero,mantap,high
10514,d96093f9-64c8-4e15-a455-02a0e8c2707a,"Mantap nih mbankingnya, transfer lebih cepat ga perlu antre ATM. Kalo butuh pulsa dadakan juga bisa beli disini.",mantap nih mbankingnya transfer lebih cepat tidak antre atm butuh pulsa dadakan bisa beli disini,5,2023,train,-2.0,negatif,positif,high_confidence_refinement,positive_pattern: label conflicts with clear positive phrase,mantap,high
