clean_review,label_v1,label_v2,label_v3,skor_v1,skor_v2,skor_v3
inilah aplikasi mobil banking terbaik aman digunakan gunakan transaksi aplikasi mudah aman lancar aplikasi kasi direkomendasi transaksi keuangan buruan download,positif,positif,positif,8.0,8.0,3.6
aplikasi banking online memudahkan topup ewallet menyimpan uang biaya admin memudahkan mengelola keuangan kita terimakasih pengelola keuangan,positif,positif,positif,7.0,7.0,2.6
transaksi lebih mudah menggunakan jakone ui mudah digunakan tampilanya menarik kapanpun dimanapun mudah bertransaksi setiap melakukan transaksi tidak khawatir menyenangkan,positif,positif,positif,26.0,26.0,5.6000000000000005
mah oke banget apknya ui nya friendly mobile banking recommended nih,positif,positif,positif,3.0,3.0,1.6
mantap aplikasi bagus banget digunakan transaksi setiap harinya,positif,positif,positif,8.0,8.0,1.8
aplikasi mobile banking bagus terbaik sih mudah digunakan bisa digunakan pembayaran transaksi bisa dimanapun kapanpun tampilannya menarik ui nya user friendly tampilan semangat good job bank dki,positif,positif,positif,25.0,25.0,6.0
pakai jakone mobile mudah transaksi pembayaran apapun pendaftarannya mudah bisa mempersingkat deh,positif,positif,positif,12.0,12.0,1.6
aplikasi recommended digunakan menarik transaksi nya mudah,positif,positif,positif,8.0,8.0,2.4000000000000004
mobile banking mudah user friendly mempermudh pembayaran dll,positif,positif,positif,4.0,4.0,1.6
mobile banking bagus menurutku pelayanannya cepet worth it la buatku,positif,positif,positif,4.0,4.0,1.8
mantap kerennnnnnn,positif,positif,positif,5.0,5.0,1.0
transaksi lebih mudah gampang,positif,positif,positif,13.0,13.0,1.6
aplikasi terkait mobile banking aplikasi tentunya sesuai kebutuhan kita suka berselancar transaksi keuangan secara digital aplikasi fitur fitur lengkap kekinian kita bisa melakukan pembukaan rekening online didalamnya deposito online transaksi scan qris menggunakan uang elektronik jakone pay dll mari kita manfaatkan penggunakan aplikasi terima kasih,positif,positif,positif,12.0,12.0,4.2
menurut aplikasi mobile banking bagus mudah digunakan tampilannya menarik melakukan pembayaran memudahkan transaksi pembayaran dimanapun kapan good job bank dki semoga bisa membantu orang sukses,positif,positif,positif,29.0,29.0,5.3999999999999995
jakone merupakan salah aplikasi terbaik melakukan transfer uang penggunaan nya mudah tidak ribet bisa dioperasikan kapan,positif,positif,positif,1.0,1.0,2.0
beruntung bertemu aplikasi aplikasi mudah gunakan fiturnya bikin mudah nasabah transaksi fitur lainnya,positif,positif,positif,14.0,14.0,2.8
mobile banking terbaik mudah digunakan ui nya user friendly banget aplikasi mobile banking banget fitur nya tampilannya menarik bisa digunakan pembayaran recommend pokok nya,positif,positif,positif,14.0,14.0,4.4
akhirnya nemu mobile banking terbaik mudah digunakan bisa pembayaran thanks,positif,positif,positif,10.0,10.0,2.4
gunta gati sistem loh jekone perbaharuan bikin nasabah enak jangan kaya gini caranya dodol,netral,netral,positif,0.0,0.0,0.19999999999999996
aplikasi keren oke bisa digunakan pembayaran,negatif,negatif,positif,-2.0,-2.0,1.4
aplikasi bagus mudah gunakan fitur nya lengkap banget tampilan keren bayar tagihan apapun bisa disini recommend banget,positif,positif,positif,8.0,8.0,3.4000000000000004
mantul aplikasi dki,negatif,negatif,positif,-4.0,-4.0,0.8
jackone the best banget gampang digunakan transaksi dimanapun kapan ui usernya friendly good job deh,positif,positif,positif,14.0,14.0,2.8
jakone aplikasi membantu membernya menyimpan uang fitur transaksi tarik tunai indomaret membuat kita tidak ribet bank menarik uang fitur2 menarik didalamnya,positif,positif,positif,17.0,17.0,4.4
aplikasi mbaking terbaik fiturnya mudah dipahami login mudah email no hp aplikasi tersedia beberapa fitur dibutuhkan beli pulsa kuota pulsa listrik membantu,positif,positif,positif,7.0,7.0,3.8000000000000007
aplikasi mobile mudah digunakan tampilan nya menarik direkomendasikan,positif,positif,positif,5.0,5.0,1.8
keren banget aplikasi tampilannya bagus mudah pahami sesimpel,positif,positif,positif,3.0,3.0,2.4000000000000004
mantap aplikasi user friendly aplikasi jenis pembayaran transaksi apapun mudah efisien selama pakai kurang lebih 6 bulanan sih belum kendala ya aman dah,positif,positif,positif,6.0,6.0,4.2
akhirnya muncul aplikasi mobile banking terbaik aplikasi mudah digunakan memiliki ui user friendly aplikasi mobile banking bagus direkomendasikan bayangkan tampilannya menarik apalagi fungsinya bisa digunakan pembayaran aplikasi hebat memudahkan kita melakukan transaksi dimanapun kapanpun pembayaran gampang ndak ribet aplikasi seluler hebat bank dki tampilannya good job bank dki,positif,positif,positif,5.0,5.0,4.6000000000000005
mobile banking terbaik aplikasi tampilan menarik tentunha bisa bertransaksi dimanapun kapanpun,positif,positif,positif,9.0,9.0,2.6
penggunaan aplikasi mudah banget tinggal login pke email langsung bisa akses fiturnya,positif,positif,positif,8.0,8.0,1.0
aplikasi mobile bangking membantu bank dki mempermudah kita bertraksaksi tranfer ataupun bayar online tampilan bagus mudah digunakan tambah cs ramah membuat nyaman aman menggunakannya,positif,positif,positif,18.0,18.0,5.8
aplikasi berguna tidak susah digunakan ni alplikasi rekomen banget dahh thanks yaa min,netral,positif,positif,0.0,0.0,2.8000000000000003
aplikasi mobile banking terbaik simple mudah digunakan tampilannya menarik memudahkan kita bertransaksi bisa pembayaran recomended banget,positif,positif,positif,19.0,19.0,4.8
aplikasi bagus direkomendasikan bnyak piliran pembayaran gampang tidak ribet,positif,positif,positif,1.0,1.0,2.2
aplikasi jakone mobil membantu mempermudah bisa digunakan jnis pembayaran pokoknya mantapp,negatif,positif,positif,-5.0,-5.0,1.2000000000000002
rekomended banget aplikasi mobile banking terbaik mudah digunakan ui nya user friendly,positif,positif,positif,6.0,6.0,2.8
aplikasi mobil banking hebat direkomendasikan bisa digunakan pembayaran dimanapun kapanpun sederhana penggunaannya bank dki maju terbaik,positif,positif,positif,5.0,5.0,1.8
aplikasi tampilan mudah gunakan tidak sulit kita gunakan digunakan pembayaran digital lainnya rekomendasikan jaman digital tampilan semangat good job bank dki memenuhi kebutuhan masyarakat,positif,positif,positif,5.0,5.0,2.8
mudah mengerti membantu banget prosesnya cepat mudah,positif,positif,positif,18.0,18.0,3.6000000000000005
terimakasih jakone mobile aplikasi mempermudah bertransaksi trnsfer uang bnyk fitur2 beli data pulsa voucher listrik jdi mudah the best,positif,positif,positif,4.0,4.0,4.6
aplikasi mobile banking bagus bisa digunakan pembayaran simpel,positif,positif,positif,1.0,1.0,1.2
aplikasi fiturnya lengkap mudah transaksinya tidak butuh ruang diinstal hp manfaatnya,positif,positif,positif,2.0,2.0,2.2
mobile banking cari tampilan aplikasi nya menarik mudah gunakan memudah transaksi apapun manapun bikin jdi tidak ribet,positif,positif,positif,5.0,5.0,2.6
terbaru dri aplikasi mobile banking terbaik tidak ribet mudah digunakan kapanpun dimanapun pembayaran gampang mudah tampilannya menarik debest bank dki semangat pembisnis good job,positif,positif,positif,29.0,29.0,6.8
aplikasi mobile banking rekomen tampilan user friendly mudah digunakan tampilannya fresh banget laah pokoknya fitur fitur nya menarik bisa melakukannya pembayaran tidak ribet semangat developer nya,positif,positif,positif,4.0,4.0,4.6
jakone mobile aplikasi direkomendasi berbelanja online dg aplikasi bisa melakukan pembayaran dimanapun kapanpun,negatif,negatif,netral,-8.0,-8.0,0.0
gagal login ulang setelah logout aplikasi muncul pop up notifikasi terdaftar jakone mobile 50003 jelas terdaftar ingin login menyesal menggunakan aplikasi,negatif,negatif,negatif,-2.0,-2.0,-0.40000000000000013
aplikasi bagus fitur fitur keren memudahkan kita melakukan transaksi lancar,positif,positif,positif,9.0,9.0,3.0
coba tolong perbaiki aplikasi nya muter muter sinyal full paketan full nonton youtube bisa pas buka aplikasi jakone koneksi terputus asli kecewa giliran pas dadakan transfer ataupun pembayaran online tidak bisa,positif,positif,negatif,8.0,8.0,-1.1102230246251565e-16
aplikasi bug parah buka mbanking 1jam,negatif,negatif,negatif,-6.0,-6.0,-1.6
jakone mobil terbaru muter ja tidak selancar jakone sebelumnya tolong d perbaiki evaluasi biar lancaaar kepuasan konsumen prioritas,positif,positif,positif,7.0,7.0,0.8
sinyal kenceng tidak kebuka buka bapukkkk,negatif,negatif,negatif,-4.0,-4.0,-0.4
jakone keren tampilan oke mudah ringan digunakan mobile banking terbaik bisa digunakan dimanapun kapanpun suka menggunakan aplikasi terima kasih bank dki good jop,positif,positif,positif,22.0,22.0,6.4
aplikasi nya bagus menunjang kebutuhan mudah digunakan ui nya user friendly direkomendasikan tampilannya menarik bisa digunakan pembayaran lho,positif,positif,positif,7.0,7.0,3.2
sulit membuka jakone mobile padahal koneksi bagus tolong segera diperbaiki,positif,positif,positif,10.0,10.0,0.3999999999999999
aplikasi mobile banking terbaik tampilannya bagus mudah digunakan bisa digunakan pembayaran sehingga mempermudah transaksi dimanapun kapanpun good job bank dki,positif,positif,positif,13.0,13.0,4.2
membantu banget aplikasi apalagi tampilan user friendly thanks ya semangat good job bank dki,positif,positif,positif,18.0,18.0,5.2
aplikasi mudah gunakan aplikasi cepat tampilan keren fiturnya bikin mudah nasabah transaksi fitur,positif,positif,positif,12.0,12.0,3.2
aplikasi yng bagus mempermudah kita melakukan transfer yng nya,negatif,negatif,positif,-5.0,-5.0,1.4
ketinggalan jaman pas tanggal gajihan pasti lambat,negatif,negatif,negatif,-2.0,-2.0,-1.2000000000000002
aplikasi perbankan loh bukan aplikasi mainan gila ya jangan bercanda,positif,positif,positif,5.0,5.0,0.6000000000000001
mantappp kerenn nihh appsnya user friendly bangett face aplikasi nya menarik tidak menuhin memori terpenting fitur fiturnya bisa digunainn nicee apps semoga ratingnyaa membaikk,negatif,positif,positif,-10.0,-10.0,1.0
aplikasi memudahkan bayar bayar kapan manapun mulai listrik air pulsa dll ui nya user friendly ibu ibu mudah mengerti,positif,positif,positif,4.0,4.0,2.8000000000000003
parah jaringan stabil gabis login,positif,positif,negatif,1.0,1.0,-1.2000000000000002
gmn sih bikin rekening pas kirim otp nomor hp tidak sms udah coba pakai 2 nomor gmn sih tidak bisa bikin jadinya buru buru,negatif,negatif,negatif,-1.0,-1.0,-0.7999999999999999
wifi lancar pakai data lancar jaringan tidak bermasalah pas buka ni aplikasi susah bet bukanya,positif,positif,positif,2.0,2.0,0.7999999999999999
tampilan semengat good job bank dki memudahkan bertransaksi aman,positif,positif,positif,12.0,12.0,3.2
pakai alhamdulillah pembayaran apapun serasa mudah tampilannya menarik mantap,positif,positif,positif,18.0,18.0,3.6
aplikasi banking bagus membantu pembayaran gampang tidak ribet,positif,positif,positif,5.0,5.0,3.0
apilikasi mobile banking bagus rekomendasikan uinya simple mudah pahami bisa melakukan pembayaran apapun dimanapun ribet,positif,positif,positif,5.0,5.0,1.2
aplikasi mobile banking mudah gunakan bisa bayar pakai aplikasi merekomendasikan mobile banking bayar tidak ribet segi tampilan menarik bersahabat,netral,negatif,positif,0.0,0.0,2.2
instal aplikasi mobile banking sy repot transfer atm tinggal hp tampilannya bagus menunya gampang,negatif,negatif,negatif,-2.0,-2.0,-0.19999999999999996
mobile banking terbaik fitur modern memudahkan pengguna mengakses pembayaran scan qr code mudah digunakan disaat ingin membayar pesanan lainnya ui nya user friendly bilang kendala jaringan sebenarnya tidak masalah dg cuman kita kurang teliti menggunakan nya semoga lancar,positif,positif,positif,20.0,20.0,5.2
aplikasi mobile banking nya bagus tampilannya menarik membantu pembayaran transaksi dimanapun kapan pembayaran gampang saran tingkatkan pertahankan layanannya,positif,positif,positif,17.0,17.0,2.6
bagus banget jakone mobile deposit cepat ngak ribet penggunaanya mudah terimakasih,positif,positif,positif,11.0,11.0,2.4
jakone mobile semoga kita,netral,netral,netral,0.0,0.0,0.0
jakone mobile aplikasi keuangan bagus,negatif,negatif,positif,-2.0,-2.0,0.6
jakone mobile fiturnya mudah nasabah transaksi gakbener slebew,positif,positif,positif,12.0,12.0,0.8
jakone mobile aplikasi mudah gunakan tampilan keren bisa beli pulsa paket data,positif,positif,positif,1.0,1.0,1.8
jakone mobile mantap jiwa,positif,positif,positif,5.0,5.0,1.0
kok tidak bs dipakai padahal paket data tersedia,netral,netral,positif,0.0,0.0,0.8
fiturnya lengkap kekinian mobile banking bagus sesuai kebutuhan,positif,positif,positif,11.0,11.0,2.4000000000000004
aplikasi mudah gunakan beli pulsa pembayaran tagihan listrik desain ui nya bagus,positif,positif,positif,5.0,5.0,2.2
aplikasi m banking bagus fitur nya lengkap tidak bikin pusing pokoknya recommended banget deh,negatif,positif,positif,-11.0,-11.0,0.6000000000000001
aplikasi bagus,negatif,negatif,positif,-2.0,-2.0,0.6
aplikasi hebat keren bisa memudahkan transaksi keuangan dimanapun kapanpun mudah pembayaran menjadi lebih gampang tidak pakai ribet tampilan aplikasi sederhana mudah gunakan jakone mobile merupakan aplikasi terbaik,positif,positif,positif,8.0,8.0,5.000000000000001
aplikasi praktis interface gampang dipahami proses cepat transaksi mudah terimaksih sukses,positif,positif,positif,23.0,23.0,4.3999999999999995
menurut mobile banking terbaik mudah digunakan ui usernya friendly rekomended tampilannya menarik bisa digunakan pembayaran memudahkan transaksi dimanapun kapanpun pembayaran gampang engga ribet aplikasi seluler hebat bank dki tampilan semangat good job bank dki,positif,positif,positif,30.0,30.0,5.4
pastinya rekomendasikan tampilannya menarik mudah gunakan manapun kapanpun,positif,positif,positif,8.0,8.0,1.6
kirim kode otp nya banget tidak muncul2,negatif,negatif,positif,-5.0,-5.0,0.6000000000000001
update jdi bagus tampilannya buruk buka aplikasi susah ngapa2in pakai m banking biar mudah tambah sulit jdi tidak nyaman pakai m banking kecewa,negatif,positif,negatif,-8.0,-8.0,-1.8
koneksi stabil tidak bisa buka mobil tolong perbaiki,positif,positif,negatif,7.0,7.0,-0.6000000000000001
kenapa ya akunya keluar pas masuk sandi salah pas gituin nik nomer tlfon pas verifikasi nomer tidak dapet sms kelanjutan nya gmn,negatif,negatif,positif,-5.0,-5.0,0.6
semenjak update tidak bisa dibuka padahal sinyal nya bagus streaming lancar kenapa login doang tidak bisa,negatif,negatif,positif,-3.0,-3.0,0.4
aneh tolong perbaiki masa internet stabil isi pulsa transfer isi e wallet dll tidak bisa pdahal aplikasi usaha,positif,positif,negatif,3.0,3.0,-1.0000000000000002
coba,positif,positif,netral,2.0,2.0,0.0
aplikasi susah dibuka dikarenakan perangkat server bank dki full harusnya kapasitas memory server update penambahan ram server bank dki rating aplikasi jeblok 3 6 artinya it nya dipertanyakan kinerjanya,negatif,negatif,negatif,-11.0,-11.0,-0.6
setiap login transfer ewallet tidak bisa keluar notif koneksi terputus tidak koneksi internet silahkan coba padahal internet lancar buka lancar aplikasi doang jaringannya error mulu tolong diperbaiki,netral,netral,negatif,0.0,0.0,-5.551115123125783e-17
aplikasi aneh internet stabil gbs kebuka,positif,positif,positif,1.0,1.0,0.9999999999999999
parah banget login ajh muter trz mending versi,negatif,negatif,negatif,-2.0,-2.0,-1.6
kode otp nya tidak muncul muncul,negatif,negatif,netral,-8.0,-8.0,0.0
tidak bisa daftar klik tidak tidak punya rekening munculnya form punya rekening,negatif,negatif,negatif,-4.0,-4.0,-0.6
aneh cuk sinyal kartu gua bagus stabil padahal gua top up ajh susah banget masuknya heran yaudhlah,positif,positif,positif,10.0,10.0,1.7999999999999998
jakone sya user terkunci buka tidak bisa mohon bantuan nya,netral,netral,negatif,0.0,0.0,-0.6
kenapa tidak bisa dibuka iya padahal koneksi internet setabil,negatif,negatif,negatif,-3.0,-3.0,-1.4
update playstore tidak bisa dibuka disuruh cek jaringan buka yutub medsos kencang kok jakone tidak bisa dibuka pdhl lg bintang 1 aplikasi burik,negatif,negatif,negatif,-11.0,-11.0,-2.6
ok,positif,positif,positif,4.0,4.0,0.8
mohon dibantu pasword aplikasi kode 1616 padahal pengisiannya pasword aplikasi cape deh,negatif,negatif,negatif,-11.0,-11.0,-0.4
bos bisa bantu,positif,positif,positif,6.0,6.0,1.2
susah dibuka abis update tidak nongol id nya repott,negatif,negatif,negatif,-5.0,-5.0,-0.6
bagus fitur pembayaran telkom pdam masing2 daerah,positif,positif,positif,2.0,2.0,0.6
padahal sinyal bagus dibuka seringnya periksa jaringan kacau dki,netral,positif,negatif,0.0,0.0,-1.2000000000000002
